ParticipantID,Max_LL,Fitted_lr,Fitted_vunsamp,Fitted_vps,Fitted_gamma1,Fitted_gamma2,Fitted_lam,Fitted_kappa_a,Fitted_prior_r
88,192.37037739553142,0.37787798862808103,0.6058408623438529,0.7587751470919225,0.03488010519129888,0.05892482993163531,10.0,0.5765529170082647,0.2
13,83.11127236190913,0.5289398242309047,0.3114975465482316,0.8321421298535907,1.1488806457880745,0.9318535396647254,2.5997960499416446,0.0,0.20772970002328797
65,196.0829167489459,3.1141143545295793,0.16185877458541756,0.9,1.4082307648975276,0.0,0.16608696987929417,0.0,0.8
10,137.3668299495493,0.694169034814225,0.8401078610592,0.7770204521447094,0.1813561617035489,0.11498050584287582,10.0,1.0570641165326276,0.2089930873421475
38,154.24517897446634,0.44674102593329795,0.24985728522786613,0.44716199730147305,25.680323766371618,24.192298432857488,0.1736117850211374,0.0,0.5850811784716998
66,155.7380988538628,0.006394193133914621,0.06921983741489365,0.8195428958755445,10.74830615294696,25.974447348686148,0.3101985716547834,0.012284798140763241,0.28479911975804656
36,120.38234507216501,0.009851359954057797,0.47932187142261823,0.5989020417139573,18.215612880704587,11.837451849266746,9.292825293734113,0.0,0.46298310986797275
68,86.76689876258143,0.6808874076655699,0.37246786033783325,0.7475450978447827,0.4369541832803041,0.270040649347234,9.992133267162824,0.0,0.29952708934070144
41,188.23285679337695,0.13430098643982316,0.037499404940918586,0.0,0.3284707693197463,0.09584722493480577,5.627752180625826,0.47025742324326136,0.2
42,198.71377113503763,0.3527421643272136,0.9,0.9,0.005209152612540046,0.06711792872018377,8.982122464841112,0.0,0.4062614349333479
34,83.32454677231253,0.7831579766744593,0.19537403989504748,0.8336912832589309,4.917965464322092,2.5598763005686584,0.7230592865211126,0.049625783107941586,0.3904600239486037
86,192.8758043250104,0.3723723856021596,0.9,0.9,3.588300957509564,1.270554364098572,0.1169850946505806,0.0058386343000079565,0.2693635725052773
33,183.3937174457473,1.6639938970340469,0.2001148514534135,0.9,2.6177266685704628,1.6282409456221827,0.08275661240332281,0.02805536000504232,0.2
18,74.02877154918221,0.9282736229356696,0.2538177114450788,0.8488141899079309,0.32030722453479,0.17699596344056776,9.839019464943398,1.626159893265807,0.2
83,180.15301912226408,0.33005825693868135,0.34196389703572,0.9,0.4150158045607769,1.2939867812509367,0.38874310683803015,0.715508548649956,0.2
82,123.4793416639988,1.7994281689649774,0.38005987435707117,0.8491733945133588,0.13492491071019228,0.09987415391031457,10.0,1.3078582538484993,0.20527897899838043
