ParticipantID,Max_LL,Fitted_lr,Fitted_vunsamp,Fitted_vps,Fitted_gamma1,Fitted_gamma2,Fitted_lam,Fitted_kappa_a,Fitted_prior_r,Fitted_a,Fitted_v_stage_0,Fitted_v_stage_1,Fitted_t
90,0.008009072543799798,0.10502165604882581,0.05656044563614484,0.9,13.19733554682515,30.0,4.874436024434399,0.6821852804234705,0.2,0.8726137305175241,-10.0,4.6063340604779945,0.3259422123215149
55,0.00610731142293031,3.2076552384445374,0.761820580830756,0.8998209887575715,14.232688007387567,27.24204099550503,4.740247443131341,0.059816006503208466,0.2,0.7640601156449658,10.0,4.141193358090998,0.4365583007815475
23,0.008671260065288695,0.3455216991992847,0.6140463109810553,0.7703125195716684,16.37215918666477,27.842034906797124,5.050710793196283,0.8680823626305676,0.4150465542542064,0.8046662063054433,-10.0,10.0,0.4540383164094974
91,0.003783590689784833,1.7389998410402034,0.005493718996552681,0.9,2.3545746921617074,18.037490030791513,9.570815683297708,4.556620528898745,0.6169057119755778,1.0208423212363058,-7.908684544015571,4.728272574060767,0.2849067748179998
54,0.002439886495122925,0.10691809503196105,0.05250873263158625,0.8595408825966212,7.6059649834531236,17.289166807893665,9.123266628477806,3.1057188176916464,0.2016843239927534,0.7291533280747368,-9.997488167246514,5.969831813742527,0.5133181194633324
22,0.007104042172782496,0.9835103010158669,0.9,0.9,8.35577677975453,27.49591620067667,8.295644093748194,1.1169476676856278,0.2321273289342599,0.7669454533579662,-10.0,5.543087476350688,0.4264897696924413
92,0.0018690179858548775,1.9610833763108872,0.38695057894357326,0.9,13.032847701680105,29.37370989264127,4.789323007730213,1.0007264889635366,0.23318959163062697,0.6009414301745816,-10.0,6.753506044122509,0.34633607670820576
56,0.005430074719970865,1.0172532391395326,0.011037288779497709,0.30269038230758527,24.839270403099903,30.0,4.910877199156612,0.9784469959445665,0.8,0.7172737749965908,-10.0,1.9211180576738371,0.49812974939561544
93,0.008781282968453888,4.0,0.2001411183879312,0.88619658149802,3.826333362582471,5.030885776262332,5.642525613164952,0.9536548135593331,0.2,0.7724784336603328,-8.921434784965044,4.480848756277901,0.32048728954267985
27,0.007317581724693079,4.0,0.04470033384492456,0.5616170559176218,17.674224241687163,30.0,3.6985539618579444,1.0375764142974966,0.8,0.8472736198726899,-10.0,3.29781185553733,0.27704919237889325
51,0.0035528743802703293,0.13224456060043288,0.24216955998876794,0.8375766505375095,24.466122436243545,1.8792939316503214,8.793439650341114,2.0080419087198016,0.6616000192154005,0.7022971037094472,-10.0,-1.5936493658978574,0.44358864977018553
94,0.005465794989594497,1.8346914571969997,0.849369238432083,0.9,10.192061687341514,22.45837007818984,7.979349010838837,1.8910375942587572,0.3222884067602116,0.7156209510075963,-10.0,2.258495942543614,0.5333094529683121
95,0.00929363241112656,1.4529905422052485,0.26331393747119036,0.5266303801828,12.15668297720618,23.85053678938338,9.506594123196038,0.6063530655353944,0.7209217705690282,0.9091019077107101,-10.0,4.724335751016103,0.3060231845348276
24,0.010086453728823743,2.390037959034822,0.06712216770565098,0.0,23.050922178205486,5.198636069451849,5.24644679144251,1.3019840569198424,0.8,0.9330487213000068,-9.999999924838711,-0.412076912571708,0.28445179215617183
74,0.006673648267062847,3.958747675155257,0.5735901609473514,0.37773779463782325,8.551870015497505,15.199318178795973,10.0,0.9929509091656717,0.2,0.8074021181773845,-10.0,9.215514989980155,0.4400080876820116
99,0.007271783767195411,0.15139857375793672,0.002538426024869914,0.10790310068685142,18.08735007250894,30.0,10.0,0.6724638351624843,0.8,0.8441593868483626,-10.0,9.999963163114332,0.3261317309318528
2,0.0007348455492249284,1.6503692826582663,0.22046767533863462,0.13286249624437477,11.580628685895961,14.050102968897487,7.889944057678556,3.2741813550776455,0.21639933573432038,0.640603157094914,-6.598716625934119,4.0908727236478635,0.4398345369645945
3,0.003434790453889257,4.0,0.884017462287846,0.9,8.946099014894372,26.22382308164725,9.99976831445376,2.393326174224302,0.31938560331385313,0.7076161751180576,-10.0,4.243779457713016,0.4574757274567073
76,0.0018386154045080168,0.38487939533662113,0.012351894134122255,0.0,22.649300677608526,16.928210274000957,9.99999999292878,1.8944441016793194,0.799545893819445,0.9092722318626603,-10.0,5.395747571714742,0.3561704392490932
1,0.003609570395941007,0.2924415250575042,0.11263086780455457,0.9,10.450994240436561,23.111833728779636,6.487678088510319,1.2166433564686143,0.2,0.6833217034358788,-10.0,6.325609265849605,0.4571700223952774
70,0.008093909959284697,4.0,0.031160361654896863,0.848123152820229,21.40042706668009,30.0,1.4486599980206813,0.0,0.8,0.7642104336898852,10.0,5.5246012423249535,0.374451854703953
7,0.008195796859612782,0.0017101198102320448,0.0020099062362190306,0.8986030461681238,7.1888288808655165,13.024711542435522,10.0,1.8185966871415686,0.20000000001307403,0.8115832992097196,-8.393591354729486,2.8267716629783073,0.35092428624261246
71,0.0017855290937470853,4.0,0.9,0.7989783493455316,17.483003167759037,30.0,4.2015528367766946,1.9161683647921408,0.2,0.6394585934336696,-10.0,7.099450574255687,0.4612551419593357
61,0.006123208721544687,0.17119015431103807,0.000132398890336593,0.9,18.0795209242795,26.89585906572571,1.3902805750327412,1.299275174771173,0.2,0.8003207817535125,-9.32490877628699,3.977804632197208,0.3791481391699343
100,0.004188874409957231,0.8799380724333752,0.27837677277174644,0.9,14.59528495435806,29.557432304687936,5.598688424412975,1.3555342875138596,0.36143423711276385,0.6897707552916098,-10.0,4.322039422277442,0.39816379254349693
16,0.006892203013903859,0.5489620465978932,0.5219982869656721,0.8999970328770521,12.086062959181724,17.81007399724599,5.329526666122266,0.8604853220535303,0.2,0.7434848706310164,-10.0,2.5881869535564257,0.4834321817762627
48,0.0006495988017052984,2.679767117476249,0.012134075112139283,0.8998413905079778,17.16251170462087,29.999998048132134,3.312522389077687,2.1272731947747685,0.8,0.622437966271818,-10.0,4.952701649933821,0.415609931261057
15,0.0061278768120422485,0.3850971524991484,0.15659439358364785,0.8556248504329167,15.07281105208405,21.749134787473157,5.861363146114929,1.1787213905988791,0.22607947687178442,0.7580132318344625,-10.0,5.039152026361177,0.5105311816089528
62,0.007369238618051503,0.026024701049134475,0.0003720516540746056,0.9,9.69036784695415,20.102221226122307,5.096383344224025,1.9867897152001763,0.8,0.8182170885645236,-10.0,2.4023123952033347,0.49496846017307616
14,0.00673911253412658,4.0,0.29114767483837417,0.8998378741246823,14.63560933885998,27.983908977212852,2.357710444392248,0.5575820843640736,0.2,0.7270118967189774,-10.0,6.332591841014663,0.5394070798923214
88,0.009188608918085659,0.4401978431481852,0.30906164387642904,5.575906694397635e-05,19.618127550176027,14.439686415261946,4.617032275818606,0.0,0.2,0.8029486483346179,-9.045991476126641,-0.4972853591197504,0.2696944939601121
13,0.005474872955556751,1.1198602143551795,0.39571148249066246,0.9,9.792919226820782,24.411356309638755,6.492628456332756,0.0,0.2,0.7260086097730333,-10.0,5.382525502658044,0.36873207446314865
65,0.007988497935889289,0.08271197103831969,0.5425119503088167,0.9,23.087759619858073,12.461993467053356,6.428967224358805,0.0,0.670851211811564,0.763961726996191,-10.0,0.6411510532756727,0.3454453609118409
10,0.005723687070552829,1.796804382504283,0.9,0.774600380571243,13.93038812818842,24.132051854367145,5.313297589756726,1.2876865630133145,0.2,0.7018624718459514,-10.0,3.7682304638824458,0.4787675920676353
38,0.006314537594734216,2.453816886013585,0.43488892526733286,0.6127943989604154,8.353444346615104,30.0,10.0,0.026872199979775826,0.45768582806759417,0.7529399964854555,-10.0,4.72654580742553,0.43093977130938865
66,0.008941464276631046,0.3887865204979484,0.4079971376990324,0.7443321245941983,13.798392950094193,25.981311494581053,6.854394850243355,0.8927224441313499,0.3142456437960066,0.8368289552088125,-10.0,6.086771810345254,0.45608095328588866
36,0.003533557740565428,1.289246710700139,0.9,0.9,21.694609570846264,21.921718951822534,6.7266398509479455,0.4208362777809187,0.3196378617361491,0.6784781477710103,-10.0,6.4465021695137645,0.4422575328442936
68,0.0036469637453786182,2.3097360889722327,0.7380716266043273,0.8874806870303464,14.699712640685064,26.865702703865804,4.960890877907875,1.1807712298028588,0.2423337643456171,0.6948250134182513,-10.0,4.850305045030305,0.40623727996844194
41,0.00352195621282327,0.23836335523332045,0.019311219185522005,1.2172209656449428e-06,11.985598215543902,11.129256625659002,9.83903058488602,1.566850831384332,0.2,0.6019026342638776,-10.0,1.2093286197349509,0.2401201684123238
42,0.007724197887536074,0.42820909734519624,0.12480240875150919,0.6199140099058295,7.087005882170993,16.104383956804764,6.766546438949541,0.0,0.8,0.7421023396842937,-8.413173810913804,9.891626930427135,0.4032548685028266
34,0.005497869494992026,3.0521402212291973,0.9,0.9,8.503587864284594,27.46094983614913,10.0,2.370444771289055,0.35235890150852983,0.7939794704840045,-10.0,3.009278891183509,0.23895123608413976
86,0.008277627877454704,3.375674721844303,0.9,0.8417279123455235,10.303466120148961,24.861130398777252,10.0,0.0,0.31013482426676686,0.7742342046453133,-8.395158100220124,2.5666935169513376,0.3464374176957767
33,0.008120872082128977,0.23798665557095205,0.24349180395801281,0.9,17.97640086118119,3.9328922629635903,6.5186807905799835,0.0,0.22734609728684826,0.7689941437098254,10.0,0.0634999116208322,0.4833482308712878
18,0.002071925918021947,2.540966216927295,0.4389188770287205,0.9,14.46668266523704,29.459734122271268,4.702495224757241,2.0385286448294844,0.2,0.6983836521591942,-10.0,5.305362484661616,0.523370579050707
