ParticipantID,NLL,Fitted_lr,Fitted_vunsamp,Fitted_vsamp,Fitted_lam,Fitted_kappa_a,Fitted_prior_r,Fitted_a_bs,Fitted_ndt,Fitted_v_max_stage_0,Fitted_v_max_stage_1,Fitted_v_mod_stage_0,Fitted_v_mod_stage_1
46080,0.602468827431167,0.12968692696261352,0.394292289071689,0.3422964471885519,9.999947988612837,0.4261859256408211,0.2,0.8834618648447127,0.4054075024714596,2.8316854212100813,9.999270172091034,-0.6690781840707606,-3.061738371892005
53366,0.43839960800742195,0.36136459523134973,0.686251490178471,0.9,10.0,0.5725207490431815,0.24454689671896832,0.9274205878029024,0.37764713315793375,1.973147768778023,2.2988082376089336,1.0,-0.999270672128069
3187,0.23279134050146408,3.9226061801027337,0.5595895705369206,0.8812242175363834,6.066449005573853,0.927249476556085,0.29552066301372,0.8690166515172064,0.28460513672323784,2.2977491126569833,1.832743541197965,0.9219879850820422,-1.5290684234642884
68012,0.729845053367504,0.053333100153070474,0.5440286334872921,0.9,10.0,0.03830216018042478,0.21715084996617032,0.9765563175106918,0.17440839657539892,2.2492369189779815,1.5722636735036835,0.6623711044012225,1.0
9695,0.5394425012340687,0.1477584721641421,0.40636849867573044,0.9,10.0,0.18640034262137198,0.241482892345582,0.8979798386746529,0.29875077091258856,2.026211649884384,3.5549199402136455,1.0,-1.22501718786891
61120,0.7101526276201653,0.17163696488166294,0.4642123093443851,0.9,10.0,0.14745554003277836,0.2942089212452807,0.9622964739350084,0.31875150088713394,1.779232887475569,2.8469683818671068,1.0,-0.9726966454076678
4862,0.5128621209777892,0.16977681711237608,0.5851721952191298,0.9,10.0,0.4447678739633956,0.36323431979943493,0.794959019660036,0.34437520076210737,1.3970083235801973,1.9297958976856031,1.0,0.17520682604420978
55027,0.13011831982859137,0.5538171251127784,0.27484084110510487,0.7475052190990583,2.2933869275921994,0.2649050163657159,0.2,0.8031006149480155,0.3493470141996845,3.561526939598355,7.374839265129866,0.3226505464548812,-1.6275257299950767
99461,0.274734657016458,0.3866424700472681,0.5460111483415939,0.9,10.0,0.3590185224344698,0.2963162371156445,0.7912091882337217,0.3191842818891541,2.8013313463157536,2.563383454535111,1.0,-1.3695225168083889
4960,1.3130519583509241,4.0,0.15650258368736267,0.0,0.0,0.028367338282552508,0.8,0.8939895401189313,0.0,10.0,0.0,-1.4970436326191747,-4.0
16691,0.7336386366085318,4.0,0.8160880071055636,0.9,0.5594638840366448,0.15672438990852208,0.2,0.7962214384795914,0.24845334534027183,9.820505735457706,0.873378999831561,-1.527740134729828,1.0
75759,-0.04624634634675115,0.12280944354825205,0.5111698609429188,0.9,10.0,0.9105529574180389,0.3226490332862081,0.9818856124931092,0.23094207152962568,3.291793321530655,2.0846970428408516,0.35318954592343627,1.0
4936,1.1105801875458434,1.07157051957332,0.8409565063418303,0.8723765230674526,9.635122499186485,0.4428831395919222,0.2,0.9196954912275778,0.060004207809641524,10.0,5.5459671901805825,-3.97082418327844,-3.759651697791332
17946,0.4835583879629285,0.03770829582025136,0.3719631211650343,0.9,10.0,0.021919852457096028,0.2654244530308266,0.8398539429845013,0.4378082287972476,4.432740289866453,2.377706431097582,0.6393168262753638,1.0
33765,0.31946762426021635,0.0092527618083472,0.9,0.9,10.0,0.0,0.2,0.6002500123634666,0.31736496841346307,10.0,0.0,1.0,-4.0
92975,0.575196028801976,4.0,0.09607062059014859,0.7944476593938473,0.22303556321027765,0.0,0.2,0.7353601385945175,0.23633887414167015,1.9199516554842506,1.222422552244229,1.0,1.0
97543,0.6547907891294423,3.62051529354215,0.09406192014252886,0.9,0.6529088419225954,0.04738343741462609,0.8,0.6866633786403773,0.2611888058571476,9.987271711159647,2.9881829998705123,-0.9519168242735127,-0.6151043117370277
63520,1.1259673148293543,0.40156524475591127,0.0,0.0,10.0,0.0,0.5030186848387537,0.9189075545167986,0.1904817611132593,0.1329730517989241,0.5256735706206974,1.0,0.9957160872543842
99845,0.703725779377516,4.0,0.1683467272432747,0.22314640806276884,6.105792389012928,0.0,0.8,0.7768053032773099,0.29590157089057817,3.3263990089228446,0.8977001462000109,-2.74702340515219,1.0
57653,0.1659608776092655,0.3422774036365186,0.31694455000383037,0.9,10.0,0.11816246758785691,0.2493018483808975,0.7815807601243057,0.35163849745580544,2.849927931618799,4.290382464187337,1.0,-2.037984726577793
35102,0.8158925857365867,0.04770162875334888,0.0,0.9,10.0,0.0,0.2273355339619277,0.9445639581465002,0.2181308285821714,7.848763905351448,1.3943430911027377,-0.8869940679268294,1.0
23849,0.4653481950647049,0.5172820190170218,0.0,0.0,10.0,0.6587832471800686,0.2,1.078444445323812,0.19850583240074188,1.4454073594067283,2.0018181936717565,1.0,-2.1654233516214747
88310,0.6857349259617114,1.1163519109197075,0.5209711618184559,0.9,0.013341491364488938,0.007395212396007361,0.33027060380863016,0.8022494820753804,0.28528097489103393,10.0,8.526433703774737,1.0,1.0
10951,0.09424542247704663,0.7911370813314563,0.6819358197712346,0.9,10.0,1.085037761011884,0.6724095319616343,0.7130519860878012,0.30770162305889415,2.6845428447089494,1.2068909890030592,0.7384196084548977,1.0
