ParticipantID,NLL,Fitted_lr1,Fitted_lr2,Fitted_lam,Fitted_b1,Fitted_b2,Fitted_p,Fitted_w
46080,184.37969821379875,0.3565308516704028,0.679228450601078,0.8973674232805352,5.884801045502454,2.8856381346780084,0.1827860280088085,0.6850564747216391
53366,188.53798465056025,0.9922857171169209,1.0,0.0,8.748495976000905,1.9356549492547697,0.02542496678614304,0.8608178332458697
3187,147.32920483920736,0.9317357215771068,0.8021101278453175,0.7524966618616593,11.945325297010346,3.254546607059047,0.01769243814841746,0.774030429952421
68012,187.46899345774705,1.0,0.9195396671618479,0.41066465659294143,5.458090157359861,3.3101353580482678,0.03608245364176211,0.8324691068876547
9695,172.73969006251508,1.0,0.8969167888123771,0.5549761200599571,8.573724819025827,2.879569362659392,0.04032352665349424,0.8181777719692079
61120,200.27418785282626,1.0,1.0,0.2683617486768158,5.7209656194511975,2.4314518883801433,0.024958419062070695,0.8615826361523287
4862,196.67022835196707,1.0,1.0,0.2611510685163077,2.851841036952555,2.1355285257812167,0.374546710712241,0.8564493047111058
55027,159.46265128228305,0.5921118210347373,0.8569231286178576,0.23873775464505528,10.328345377601222,2.536620772654223,0.13316161903973658,0.8162214242308041
99461,182.8039260830303,0.014542814441114361,0.9703998058447675,0.0,15.765665408147653,2.801459019936269,-0.0006399957690208765,0.7526440766872858
16691,220.34572626030302,0.02213973332420645,0.6883164844451815,0.34340901792387124,6.817642470919287,3.380706088170389,-0.008040645863578737,0.3932337083796138
75759,113.68575718993026,0.06973719996989299,1.0,1.0,16.640425991261175,2.7829513897389613,0.12566710410710272,0.5595026753978666
4936,236.7101701186116,0.9058813959281883,0.868690380573086,0.6628071723578735,2.3021459087296043,1.6855369374243634,0.06606492634790109,0.7960040352490125
17946,170.39862558925546,1.0,0.9176403553427689,0.9925456138771569,8.150184760984299,3.729700495341016,0.03012379790508875,0.9204224500893924
33765,263.3953309143321,1.0,0.10793922899998785,1.0,7.140044456187198,0.0,-0.013764449831282877,0.8438714550994845
92975,222.9909247120288,0.10493255757166699,0.7555295127557777,1.0,3.6869799357577966,3.0582002440367755,-0.015332462616237925,0.6229692484182454
97543,267.62320493317463,0.0,1.0,1.0,1.3591272888573867,0.8150374752148292,0.12032733896711835,1.0
63520,261.9613696661916,0.15938802741620214,0.04246404314117935,1.0,2.136983359121102,2.7125433773191405,-0.05937123850309166,0.7544569135792404
99845,238.42390532858195,0.0986031316807848,0.9680071733052161,0.21470197339899183,2.796373590184962,2.186809679226096,-0.1477270763713618,0.3507375265712459
57653,168.78164693804263,0.8188306534348669,0.8284190714387981,0.0,17.707076691256965,4.201031623520018,-0.020789248644803422,0.9790489344739695
35102,189.9810123286395,1.0,0.8913855100379424,1.0,5.853993151386115,3.9753353933623776,-0.002278517299080404,0.9810438434456745
23849,106.59753876574264,0.00807685578099473,0.1394906291600157,1.0,20.0,7.3313381054915485,0.016879047552228858,0.3010028001131738
88310,250.04117572412883,1.0,1.0,1.0,2.216224700466311,1.2992832131115288,0.09211820852875269,0.8877707630208723
10951,165.7077854210495,0.017793678870886346,0.9179473614497335,0.7795409873435831,7.658102067750586,2.684711125132009,0.10791700383069176,0.4749416348080074
