ParticipantID,NLL,Fitted_lr,Fitted_vsamp,Fitted_vps,Fitted_lam,Fitted_kappa_a,Fitted_prior_r,Fitted_a_bs,Fitted_ndt,Fitted_v_max_stage_0,Fitted_v_max_stage_1,Fitted_v_mod
46080,0.6725095823572064,0.011803238927255736,0.3672244721270473,0.4085937160074529,10.0,0.6166850218768666,0.2,0.8543210147102436,0.4062374301590467,1.8449647463792922,1.5948237476787523,1.0
53366,0.6482608518386085,0.3572581268157287,0.9,0.6429560867361032,2.9667702862025798,0.3106587804216302,0.2,0.8204322707904672,0.3850282700069108,1.850041396978898,1.158814507624584,0.685172785657956
3187,0.3540617444921486,0.4492750785125606,0.7245013064043563,0.18130323055240302,1.6073061795765171,0.05369834290871051,0.8,0.8048979184492004,0.28801499753685267,10.0,3.480704738605271,1.0
68012,0.8006734313032391,0.07987153570679084,0.8378475943248959,0.39290800641254775,9.99995222895187,0.22457611986447762,0.2,0.9363881285445457,0.17648452801107326,1.4952341827416427,1.358833077587677,0.7120325810065615
9695,0.6121168613568899,0.006714756629248855,0.35277711324992195,0.825065852625345,9.999757993396756,0.2243898355251992,0.2,0.8621695295720274,0.30193070111645154,9.999825006840492,4.176781098932103,0.16356371141451712
61120,0.8330596942711151,0.025967614736090272,0.9,0.7877024385870074,10.0,0.09675093601690828,0.2,0.8992923972208382,0.32361584380668196,1.9137240489262655,1.2249107181675358,0.7158044698791886
4862,0.5432034650596914,1.5530817817776261,0.7008018595874208,0.9,1.3148638442438516,1.460348889037395,0.2,0.7830286675983938,0.34543677115683447,1.9915397347378776,1.9534654607050395,0.24332676940788162
55027,0.2290878158049126,0.010653385092783164,0.31769045158032977,0.7552483054630255,3.443657289096611,0.24464114333995898,0.2,0.7570047166216066,0.351805371258997,4.857279209659048,2.198073622920435,0.9996937103210437
99461,0.4218844143695845,1.2667260828586515,0.4361830019303766,0.5941498353315348,3.529857308866922,0.06823659860919525,0.8,0.7340527420186156,0.3236424803555484,5.140349050766944,1.6364103139931678,0.3294075839779365
16691,0.7440401693729556,7.073064902204029e-05,0.008947897823471234,0.5875925327048508,10.0,0.009851972830686673,0.28219097688404987,0.7980901569445209,0.2481485373326971,9.999979797040973,6.228103764516509,1.0
75759,0.05754857398093614,1.4031171287927198,0.5575435922974928,0.837190881697711,0.6935350801045629,1.8244508037351577,0.2,0.89166022401164,0.2344875587480449,2.985301554425106,2.276412781234574,0.4723186891403853
4936,1.152425859629511,0.002201983189846719,0.0020131921911616213,0.9,2.9884245361101804,0.46502115620477463,0.5275120883921648,0.903441688344659,0.0616712451803244,1.073408001387022,0.7826581299274106,0.2494487875056281
17946,0.5391321564309244,0.0017522689589833749,0.6103238468378293,0.658500279800227,10.0,0.010652325758350054,0.2,0.8137422602093152,0.4403911331866874,10.0,4.671125798986128,1.0
33765,0.38182344635926097,0.004288014017591726,0.0006157952523941348,0.3924167133566804,10.0,1.1903868119041292,0.6879286960432722,0.5870613579810494,0.3178801771002812,0.9598950108808177,0.0,1.0
92975,0.5821226894419685,7.111249566920579e-06,5.224138067200366e-07,0.9,0.20547750514438826,0.0,0.3979629241909834,0.7393786757217637,0.23405704302415278,6.396274280003938,3.561669003193212,0.5440584502393331
97543,0.6762658264930481,4.0,0.8721091284660657,0.3499847512175601,0.3700663261791781,0.041104442188590044,0.8,0.6811012192212856,0.2616129069412335,10.0,5.2170876617797095,0.3642047199530666
63520,1.1269418075668651,0.48823793211755184,0.0,0.00947445048913822,10.0,0.009870561946899326,0.4580260746062457,0.9185154879563673,0.19050633003413864,0.1284811238094223,0.5476401903537454,1.0
99845,0.7416611783810377,0.10077682464792853,0.8264297313103373,0.7256079990897517,10.0,0.0,0.2,0.7641817769233711,0.29660204392873113,0.2557706760324032,1.0733355654251968,1.0
57653,0.3046819923709976,0.0047785338860557285,0.15948932288940337,0.7868298500946235,10.0,0.0,0.3463705269529852,0.7274393168236918,0.3542788636131886,6.349386866443462,2.0518437937739034,1.0
35102,0.8157871610456622,0.056506086850125446,0.730716085399187,0.6461043988492395,10.0,0.0,0.2655425607939277,0.9445939905213377,0.21815244568177336,1.5602430257721698,1.4003627074056622,1.0
23849,0.4755839747626854,3.8331978803804128,0.0,0.13241934865808194,10.0,1.8272561716964688,0.2,1.069387457861509,0.1988431785815851,1.5982605072740705,1.7321797475492495,0.17498102558178474
88310,0.728101370119762,0.05444117036210746,0.9,0.8201763779394388,0.11531775329982587,0.020351527046561135,0.2,0.7871187311371639,0.28580226672112524,10.0,7.256425914770254,1.0
10951,0.14196536663594356,0.01751997991740646,0.2952693336240042,0.6257945025036986,2.875494752572517,0.34928595527280415,0.2,0.6944359430588084,0.30891819844589097,4.941155081847195,2.5810157876435804,0.8308770574715074
