ParticipantID,Max_LL,Fitted_lr,Fitted_vunsamp,Fitted_vps,Fitted_lam,Fitted_kappa_a,Fitted_prior_r,Fitted_a,Fitted_v_stage_0,Fitted_v_stage_1,Fitted_t
9695,0.5500768265991037,0.50346349768593,0.33777334880782833,0.8255823353100233,5.502119638009465,0.6609027969942757,0.2,0.8917992848669813,0.26650760054525185,0.11857235779442213,0.29954145813825106
97543,0.6549023900550555,4.0,0.08925180678740012,0.9,0.6612368899229389,0.24152863884041398,0.6973716054138799,0.6867304791473301,0.3737295219607656,0.1582068048706479,0.26112783022682085
33765,0.31663171460392525,0.14922267047890342,0.9,0.9,0.06430752310297096,0.0,0.2,0.6009402777784195,7.187309100856417,0.0,0.3173371522179537
4936,1.110478058525975,0.0937078420663743,0.23501619779562016,0.8604191081551033,0.3309854420114776,0.018074458826800782,0.30549922728559875,0.919673997863933,2.002945235784055,1.5927895070645834,0.06005596744630085
88310,0.6803177254896898,0.4541611791180218,0.9,0.9,0.09299723953138309,0.017533192319413086,0.3410243947745853,0.8047465235986363,6.2194743157588865,4.190072311458662,0.28534035701436594
3187,0.28337365353861177,0.548873692191497,0.274051311727737,0.6900787434737604,10.0,0.9573151572157192,0.4199580773434657,0.8399091696049218,0.28845229558477564,0.11870590770261905,0.28627787506058266
4862,0.5196115754662272,0.4458668687517917,0.3654315734835202,0.8850725564617393,0.35525309480312706,0.2523553949960754,0.3043777158843645,0.791100544161156,1.6575996853874975,2.056761501396196,0.34521509321421756
53366,0.4923131388264947,0.5762846197311577,0.7095882016009732,0.8465037109808379,0.5251557047361379,0.05965235236866296,0.23615631560660114,0.8937855609640477,2.7562623298207454,1.3604006237352706,0.380427073822816
68012,0.7440988185864046,0.5018506050682529,0.42994238089767894,0.8290047764365399,0.6915036788947369,0.058408723799983644,0.2658724477834334,0.9678052757771575,1.7422049964912876,0.9111221432696787,0.1749305241317154
10951,0.10947847189521256,1.990259540544598,0.4040788016914555,0.9,10.0,3.0793971340873254,0.2,0.7073076073449198,0.07429780080790455,0.042909403825941744,0.30794434129769827
4960,1.3130443912316618,4.0,0.15622888412551666,0.0030295680647933368,0.0,0.02833910703126351,0.8,0.8939955796086543,1.1198984067972944,0.0,0.0
61120,0.7244861916238755,0.5372845759476306,0.4513222257746902,0.8632525733530959,1.314421104659965,0.08326392256161162,0.210111999863368,0.95350251843922,1.0454112411093548,0.4362611695554075,0.3196826441879566
23849,0.5065193714043236,0.7909695613821798,0.0,0.0,9.999999651535669,0.9724789731145026,0.2,1.0410835859283982,0.20015408326027678,0.06322658326840888,0.20072576993164873
99845,0.6660643706793741,1.3357884410879182,0.37949177467765166,0.9,0.04636445734760011,0.0,0.2,0.7895397474374622,3.924318153154817,1.9457979977378212,0.2955501052018138
46080,0.6024646457238172,0.4706954044144117,0.37129936087373444,0.3705206120325058,10.0,1.315264704043235,0.2,0.8833279627467482,0.16215330428380018,0.06518008208443152,0.4054885978629923
99461,0.30724294853082634,0.30354279787927696,0.3181035640997716,0.8243660586473276,0.4056054158215804,0.018713708243072683,0.3700677843960918,0.7752176278005417,8.444196667954516,2.2836794124392057,0.32114912166094683
75759,-0.03374410012234147,2.2915669754214636,0.5288012500733617,0.8884456179031323,10.0,4.648727338516696,0.2,0.9694121076183075,0.02714575322245918,0.06305149315788314,0.23149998860317306
35102,0.8158506441298699,0.13304490993845944,0.10579535012253945,0.8970448218241847,0.40097055457442593,0.0,0.2,0.9442703088658523,2.1288071603859033,0.8921920583171369,0.2183274607289041
92975,0.5498085177412582,0.9310898174132499,0.17405726366129237,0.9,0.08969092164845927,0.0,0.2,0.7427543956327692,5.4354740951510765,1.8289825993609792,0.23628268094524876
17946,0.48279668918388313,0.18124402376004847,0.12957108324573963,0.8662573467627657,10.0,0.6291158732713459,0.2,0.8394933242717897,0.14414135033595807,0.07633467260052888,0.4381368592881438
16691,0.7327464708176048,2.405879035120207,0.42348499359017966,0.8870671805663127,5.077479163162801,0.8989156115268552,0.2,0.7967480926050845,0.10204759220335642,0.059123861732075,0.248310099343943
63520,1.1173055447162445,2.3699779065175566,0.3198914927575989,0.9,0.0,0.040211011828199715,0.25696942498958525,0.9221213087869483,1.6386162826665216,0.0,0.19053012912145953
55027,0.13950894405445716,0.934610143950634,0.30684295986434434,0.6840839214074085,10.0,1.7180276876016038,0.2,0.7971011190820675,0.18555299509539183,0.07993854125275121,0.350056163500747
57653,0.21929495955930683,0.8152731629620882,0.35762579548452883,0.801752090631381,10.0,0.0,0.2036907528768807,0.7589840386007012,0.23557373084828898,0.06614317149266134,0.3528039369486244
